protocol,target_joint,policy,alpha,checkpoint,mean_vel_x_post_fault,mean_abs_vx_error_post_fault,mean_abs_yaw_error,timeout_rate,torso_height_failure_rate,residual_action_mean_norm,residual_action_max_norm,fallback_used,simulation_override_applied,p2_fault_became_active,no_nan_inf,output_dir
settled_p2,front_right_foot,a2_history,,papers/conference/results/t10_a2_student_history_distill_full_h16_seed0/a2_student_history.pt,0.8837354494931015,0.20018350567865303,0.17572891147062183,0.0378125,0.072546875,,,False,1.0,True,True,papers/conference/results/t11_p2_target_joint_stress/settled_p2/front_right_foot/a2_history
settled_p2,front_right_foot,a5_history_residual,0.0,papers/conference/results/t10_a5_history_residual_distill_full_h16_seed0/a5_history_residual.pt,0.8837354494931015,0.20018350567865303,0.17572891147062183,0.0378125,0.072546875,0.06480732309818268,0.24856692552566528,False,1.0,True,True,papers/conference/results/t11_p2_target_joint_stress/settled_p2/front_right_foot/a5_alpha_000
settled_p2,front_right_foot,a5_history_residual,0.25,papers/conference/results/t10_a5_history_residual_distill_full_h16_seed0/a5_history_residual.pt,0.9226156003751955,0.17532681328338837,0.16863598818797618,0.03684375,0.093640625,0.06430045951530337,0.24333477020263672,False,1.0,True,True,papers/conference/results/t11_p2_target_joint_stress/settled_p2/front_right_foot/a5_alpha_025
settled_p2,front_right_foot,a5_history_residual,0.5,papers/conference/results/t10_a5_history_residual_distill_full_h16_seed0/a5_history_residual.pt,0.908549002321243,0.1903529632703724,0.16623640459310263,0.0368359375,0.08578125,0.06408975056931376,0.2476179599761963,False,1.0,True,True,papers/conference/results/t11_p2_target_joint_stress/settled_p2/front_right_foot/a5_alpha_050
settled_p2,front_right_foot,a7_a0_residual,0.0,papers/conference/results/t10_a7_a0_residual_distill_full_h16_seed0/a7_a0_residual.pt,0.8490567358394024,0.18537605892914677,0.1795696738883853,0.0384375,0.057265625,1.418698235154152,4.430086135864258,False,1.0,True,True,papers/conference/results/t11_p2_target_joint_stress/settled_p2/front_right_foot/a7_alpha_000
settled_p2,front_right_foot,a7_a0_residual,0.01,papers/conference/results/t10_a7_a0_residual_distill_full_h16_seed0/a7_a0_residual.pt,0.8273100819911664,0.20033448075772012,0.18078324983175845,0.0381015625,0.0640625,1.4221885442733764,4.442708969116211,False,1.0,True,True,papers/conference/results/t11_p2_target_joint_stress/settled_p2/front_right_foot/a7_alpha_001
settled_p2,front_right_foot,a7_a0_residual,0.025,papers/conference/results/t10_a7_a0_residual_distill_full_h16_seed0/a7_a0_residual.pt,0.8062174683450037,0.21568382745037407,0.18153086080495268,0.0381171875,0.063390625,1.4277027179002761,5.280908584594727,False,1.0,True,True,papers/conference/results/t11_p2_target_joint_stress/settled_p2/front_right_foot/a7_alpha_0025
