epoch,train_loss_mse,val_mse,val_mae
83,0.00030290294557553407,0.0003349480421184446,0.012615650643694545
84,0.0002630934672662037,0.000264360675962341,0.010870374837199657
85,0.00034789494296398816,0.0011668147732819027,0.021615199158850015
86,0.0002858910448036125,0.0002318939905960752,0.009958679459872432
87,0.00024551806337613026,0.00024998450405777075,0.010430402820815655
88,0.0003188432361615961,0.0002954298117196845,0.012353750519565136
89,0.00027009960309777326,0.00029575883754680716,0.01147821071735857
90,0.000246450395604778,0.0002712069237871826,0.011164891380070843
91,0.0002892025822736088,0.00031510884306368183,0.01220703584376594
92,0.00024471395072985804,0.00021856749553832695,0.009727620263948454
93,0.0002995245486384976,0.0002470407693957428,0.01039851936295075
94,0.00026203861959317795,0.000308776514828245,0.012352608543380003
95,0.00023908769988310313,0.00032775646431918955,0.013003169679443937
96,0.0003356999990369007,0.0002515689253004222,0.01081430775374553
97,0.0002074183495674837,0.000390561525745442,0.012913857001453541
98,0.0003478960419991911,0.00026463527576508974,0.01116847570848148
99,0.0002606952950819044,0.00023260158473995218,0.010223383567690621
100,0.00024198362278545637,0.00025525588769352537,0.011037527943299747
