epoch,train_loss_mse,val_mse,val_mae
68,0.00047346040302708,0.0004571148691726062,0.015827733407324532
69,0.00048600017650285833,0.0004986979033263591,0.016497967293169317
70,0.00047551949737152524,0.0005713329779559869,0.01766375101827047
71,0.0004797726285201356,0.00046846221974666623,0.01608287456232428
72,0.00045676299703556076,0.00048548587802198256,0.016305785260167183
73,0.00045609422682997547,0.0005120551124450347,0.01690960218340228
74,0.000466988515629511,0.00048484604198054695,0.01647828127695592
75,0.00046682574544230524,0.000567094395161292,0.017427734517150368
76,0.0004628291164422314,0.0005220122860944951,0.016825556765348786
77,0.00046760445992539165,0.0004769637351676489,0.016138799215405782
78,0.00046788133766095563,0.0004809434107686101,0.016397575898977883
79,0.0004689755787181276,0.0004325997661826506,0.015436530329160444
80,0.00045170765261707787,0.00046843936093094373,0.015793186919226244
81,0.00045390558319733553,0.0004225912913043824,0.015199399987770857
82,0.00044628258591563615,0.000418376559622179,0.01498715155469963
83,0.00043053656368878545,0.0004560149004921493,0.01587271675972637
84,0.0004519907005177096,0.00042265305021001875,0.015197701751543143
85,0.0004448828323824759,0.0004475236576563699,0.015528423796651855
86,0.00044144499671190597,0.00040824329185699726,0.014908543881808138
87,0.0004317462538092124,0.0005068476932449624,0.016206553279916523
88,0.0004394362926833095,0.0004688507322095708,0.016163680136568808
89,0.00043605795214793683,0.0004776302449688615,0.016503303854909498
90,0.0004513949855276496,0.0004291741058062018,0.01529870764993052
91,0.00043022982537441944,0.00048853934998859,0.016484615030110186
92,0.00043175668731954095,0.0004671040225417684,0.01592130520341107
93,0.0004174642715434697,0.0004945788588729933,0.016244404435024097
94,0.00041411387946296293,0.00042683141652928797,0.015197150918866299
95,0.0004159027654740994,0.0004262568972658414,0.015103485343022948
96,0.00045118071621908325,0.0004172118705700812,0.014991538802059466
97,0.00042277784598950474,0.00044344860331261323,0.015503903845289605
98,0.00041854748410228106,0.0004156327202375009,0.014967261855435477
99,0.0004012871294169661,0.00040786838362855105,0.01476568457153394
100,0.00042435597313576523,0.000398049967000845,0.014730211309102122
