dataset_label,dataset_path,exists,protocol,velocity_mode,sample_count,inferred_num_envs,inferred_num_timesteps,student_obs_dim,teacher_obs_dim,teacher_action_dim,selected_fault_joint_index_min,selected_fault_joint_index_max,represented_joint_count,all_8_joints_represented,selected_fault_joint_one_hot_dim,q_lock_vector_dim,p2_fault_active_has_inactive,p2_fault_active_has_active,fault_onset_step_min,fault_onset_step_max,fault_onset_range_expected,fault_onset_range_ok,vx_cmd_min,vx_cmd_max,vx_cmd_mean,velocity_x_mean,mean_vx_error,median_vx_error,std_vx_error,p90_vx_error,mean_abs_vx_error,median_abs_vx_error,p90_abs_vx_error,mean_yaw_error,mean_abs_yaw_error,done_count,done_rate,survival_rate,no_nan_inf,missing_keys,failed_checks
realistic_random,papers/conference/datasets/t14_multijoint_teacher_v2b_realistic_seed0/dataset.npz,True,realistic_random,command_random,128000,128,1000,61,77,8,0,7,8,True,8,8,True,True,121,699,120..700,True,0.2000422179698944,1.495327353477478,0.8771523237228394,0.7206025123596191,-0.15654975175857544,-0.07943437993526459,0.2908180356025696,0.07413077503442765,0.19435447454452515,0.1024167388677597,0.46766693592071545,0.016288617625832558,0.16788771748542786,128,0.001,0.999,True,[],[]
late_random,papers/conference/datasets/t14_multijoint_teacher_v2b_late_seed0/dataset.npz,True,late_random,command_random,128000,128,1000,61,77,8,0,7,8,True,8,8,True,True,251,698,250..700,True,0.2000422179698944,1.495327353477478,0.8771523237228394,0.7347381711006165,-0.1424141228199005,-0.07520531862974167,0.27454885840415955,0.07537740021944053,0.1809414029121399,0.0981946587562561,0.41861713528633127,0.015700019896030426,0.16583898663520813,128,0.001,0.999,True,[],[]
