step,mean_vel_x,mean_abs_vx_error,p2_fault_active_mean,residual_action_mean_norm,final_action_mean_norm,base_action_mean_norm,residual_action_max_norm,mean_abs_yaw_error,done_count,no_nan_inf
1,0.020502150058746338,0.9794977903366089,0.0,1.0498050451278687,0.9142557978630066,0.9142557978630066,1.3388910293579102,2.061772346496582,0,True
2,0.033264316618442535,0.9709169864654541,0.0,1.8181871175765991,1.5846452713012695,1.5846452713012695,3.347421884536743,3.091454029083252,0,True
3,0.013051055371761322,0.9910723567008972,0.0,2.248533248901367,1.016845703125,1.016845703125,3.428307294845581,4.417593002319336,0,True
4,-0.07100585848093033,1.0723768472671509,0.0,2.5931813716888428,0.8589857220649719,0.8589857220649719,3.6856529712677,4.770753860473633,0,True
5,-0.04169810190796852,1.0416980981826782,0.0,2.6010208129882812,1.0296611785888672,1.0296611785888672,3.494708299636841,3.543353319168091,0,True
6,-0.03132430836558342,1.0313242673873901,0.0,2.215212821960449,1.2130625247955322,1.2130625247955322,3.3779890537261963,2.3976073265075684,0,True
7,0.00938730500638485,0.9906126856803894,0.0,1.8523396253585815,1.4370228052139282,1.4370228052139282,3.6455090045928955,1.3307480812072754,0,True
8,0.07967342436313629,0.9203265905380249,0.0,1.5937035083770752,1.6704398393630981,1.6704398393630981,3.7549662590026855,0.7483375072479248,0,True
9,0.11504215002059937,0.8852716088294983,0.0,1.4694976806640625,1.785828948020935,1.785828948020935,3.768888473510742,0.49323880672454834,0,True
10,0.11953932046890259,0.8804606795310974,0.0,1.3219393491744995,1.7196451425552368,1.7196451425552368,3.602881908416748,0.40599989891052246,0,True
11,0.1250571608543396,0.8749428987503052,0.0,1.2342665195465088,1.6751842498779297,1.6751842498779297,3.683375358581543,0.31457579135894775,0,True
12,0.14573869109153748,0.8542612791061401,0.0,1.239957332611084,1.6431479454040527,1.6431479454040527,3.600325345993042,0.2854848802089691,0,True
13,0.1613287478685379,0.8386712670326233,0.0,1.2234183549880981,1.6304373741149902,1.6304373741149902,3.4000799655914307,0.2675546109676361,0,True
14,0.18500494956970215,0.8149950504302979,0.0,1.2090706825256348,1.5971986055374146,1.5971986055374146,3.3511900901794434,0.2453165501356125,0,True
15,0.19950991868972778,0.8004900217056274,0.0,1.1996779441833496,1.5747615098953247,1.5747615098953247,3.2429678440093994,0.2500137686729431,0,True
16,0.20678995549678802,0.7941195964813232,0.0,1.1731140613555908,1.5551106929779053,1.5551106929779053,3.030129909515381,0.22962266206741333,0,True
17,0.22182053327560425,0.7781794667243958,0.0,1.2039380073547363,1.5492976903915405,1.5492976903915405,2.9106180667877197,0.22368745505809784,0,True
18,0.25419318675994873,0.749364972114563,0.0,1.2989985942840576,1.6265584230422974,1.6265584230422974,2.9369523525238037,0.24386003613471985,0,True
19,0.2907785177230835,0.7115538120269775,0.0,1.3273321390151978,1.644737720489502,1.644737720489502,2.7972781658172607,0.25246670842170715,0,True
20,0.31203725934028625,0.6909201741218567,0.0,1.3124520778656006,1.608880877494812,1.608880877494812,2.6034023761749268,0.24716517329216003,0,True
21,0.3298938274383545,0.670220136642456,0.0,1.3104242086410522,1.586381196975708,1.586381196975708,2.707698106765747,0.25729691982269287,0,True
22,0.34860095381736755,0.6514301896095276,0.0,1.3118665218353271,1.5255019664764404,1.5255019664764404,3.183013916015625,0.24117229878902435,0,True
23,0.37351638078689575,0.631898045539856,0.0,1.38531494140625,1.5527360439300537,1.5527360439300537,3.520073890686035,0.20455807447433472,0,True
24,0.39336884021759033,0.6079537868499756,0.0,1.3663790225982666,1.4893624782562256,1.4893624782562256,3.0034260749816895,0.22327250242233276,0,True
25,0.39181607961654663,0.6092422008514404,0.0,1.3020398616790771,1.4361401796340942,1.4361401796340942,3.5718917846679688,0.1990589201450348,0,True
26,0.39864712953567505,0.6013529300689697,0.0,1.3154462575912476,1.489467740058899,1.489467740058899,3.1724517345428467,0.2138761281967163,0,True
27,0.4065682590007782,0.5964127779006958,0.0,1.347215175628662,1.5027670860290527,1.5027670860290527,3.213535785675049,0.2196221500635147,0,True
28,0.44701844453811646,0.5610453486442566,0.0,1.4169235229492188,1.57709801197052,1.57709801197052,3.267512083053589,0.2285693883895874,0,True
29,0.45992791652679443,0.5447878837585449,0.0,1.4196312427520752,1.5950140953063965,1.5950140953063965,2.72886061668396,0.25094297528266907,0,True
30,0.4749385714530945,0.526943564414978,0.0,1.3736034631729126,1.5982794761657715,1.5982794761657715,2.8790485858917236,0.26313692331314087,0,True
