step,mean_vel_x,mean_abs_vx_error,p2_fault_active_mean,residual_action_mean_norm,final_action_mean_norm,base_action_mean_norm,residual_action_max_norm,mean_abs_yaw_error,done_count,no_nan_inf
1,0.14998283982276917,0.8500171899795532,0.0,0.06740766763687134,0.6504846215248108,0.6503767371177673,0.07524044811725616,0.6597212553024292,0,True
2,0.05797812342643738,0.9420218467712402,0.0,0.07129684835672379,1.1721274852752686,1.16722571849823,0.10180273652076721,0.6158030033111572,0,True
3,0.11198213696479797,0.8880178928375244,0.0,0.06761524081230164,0.8580541610717773,0.8593999147415161,0.09444323182106018,0.7090160846710205,0,True
4,0.027062157168984413,0.972937822341919,0.0,0.06176651269197464,0.6600072979927063,0.6585544347763062,0.07719983160495758,0.5778053998947144,0,True
5,0.04069214686751366,0.9593079090118408,0.0,0.05905280262231827,0.6475785970687866,0.6441851854324341,0.08934082090854645,0.8502947092056274,0,True
6,0.025355488061904907,0.9746445417404175,0.0,0.06418388336896896,0.7158454060554504,0.7151405215263367,0.0843554139137268,0.8830960988998413,0,True
7,0.006436852738261223,0.993563175201416,0.0,0.06973034143447876,0.7046971321105957,0.7043626308441162,0.09142760932445526,0.9757620096206665,0,True
8,-0.06398540735244751,1.0639853477478027,0.0,0.07361190766096115,0.7637304663658142,0.7633297443389893,0.11177559196949005,1.2671186923980713,0,True
9,-0.11654870212078094,1.1165486574172974,0.0,0.069161556661129,0.7888662815093994,0.7883126735687256,0.11330226808786392,1.3299473524093628,0,True
10,-0.0975249633193016,1.0975250005722046,0.0,0.060028597712516785,0.7677431106567383,0.7666383385658264,0.10794001072645187,1.1652624607086182,0,True
11,0.008012164384126663,1.000833511352539,0.0,0.06336364150047302,0.8586350679397583,0.856398344039917,0.11062750965356827,1.5043292045593262,0,True
12,0.0531313382089138,0.9468686580657959,0.0,0.06467112898826599,1.036984920501709,1.037555456161499,0.10265951603651047,1.0163443088531494,0,True
13,0.06356856226921082,0.9364314675331116,0.0,0.06229526549577713,0.9505505561828613,0.952260434627533,0.10948313772678375,0.9193538427352905,0,True
14,0.15707223117351532,0.8429278135299683,0.0,0.0641925036907196,1.1848008632659912,1.1873948574066162,0.09340741485357285,0.8637522459030151,0,True
15,0.23328736424446106,0.7667126655578613,0.0,0.06428803503513336,1.327322244644165,1.3279130458831787,0.10979820787906647,0.6913187503814697,0,True
16,0.30354106426239014,0.6964589357376099,0.0,0.06047767773270607,1.301102876663208,1.303354024887085,0.09854814410209656,0.28584885597229004,0,True
17,0.3717133402824402,0.639794647693634,0.0,0.05573493242263794,1.2428292036056519,1.2448780536651611,0.07823435962200165,0.3837200999259949,0,True
18,0.44082361459732056,0.6252738833427429,0.0,0.05768521875143051,1.3513892889022827,1.3535592555999756,0.08428069204092026,0.23849734663963318,0,True
19,0.5011101961135864,0.5692983865737915,0.0,0.05840001255273819,1.1690597534179688,1.1733399629592896,0.07826508581638336,0.2777939736843109,0,True
20,0.4295646548271179,0.5704354047775269,0.0,0.051760461181402206,1.3188250064849854,1.3218530416488647,0.07613696902990341,0.3263411819934845,0,True
21,0.45058318972587585,0.5494167804718018,0.0,0.05485852062702179,1.2933290004730225,1.2979257106781006,0.08897396922111511,0.2561183571815491,0,True
22,0.4148563742637634,0.5851435661315918,0.0,0.053044624626636505,1.2591021060943604,1.2634010314941406,0.08187172561883926,0.27643346786499023,0,True
23,0.4198794662952423,0.5801205635070801,0.0,0.054252468049526215,1.2973657846450806,1.3016209602355957,0.08962269127368927,0.34287917613983154,0,True
24,0.4013676643371582,0.5986323356628418,0.0,0.05391832813620567,1.3612473011016846,1.3653188943862915,0.08154977858066559,0.41569647192955017,0,True
25,0.39321470260620117,0.6067852973937988,0.0,0.05354613810777664,1.3968496322631836,1.3997797966003418,0.08009453862905502,0.4176785945892334,0,True
26,0.3913112282752991,0.6086888313293457,0.0,0.05516466498374939,1.5042247772216797,1.5076086521148682,0.08894846588373184,0.4115912616252899,0,True
27,0.396403968334198,0.6035959720611572,0.0,0.05726886913180351,1.5008810758590698,1.5036728382110596,0.08508117496967316,0.34543466567993164,0,True
28,0.43427491188049316,0.5657250881195068,0.0,0.0618787482380867,1.5386120080947876,1.5427322387695312,0.08057431131601334,0.4381835460662842,0,True
29,0.5176261067390442,0.48856908082962036,0.0,0.06604468822479248,1.5372295379638672,1.5431742668151855,0.08132099360227585,0.2874717116355896,0,True
30,0.5791268944740295,0.43463605642318726,0.0,0.06859196722507477,1.5833102464675903,1.5880982875823975,0.09037042409181595,0.21264295279979706,0,True
31,0.6500622630119324,0.382063627243042,0.0,0.07154715806245804,1.5123882293701172,1.5182350873947144,0.11278986185789108,0.2493993192911148,0,True
32,0.6784741878509521,0.34989702701568604,0.0,0.06762690097093582,1.4704043865203857,1.474579095840454,0.10448015481233597,0.22778813540935516,0,True
33,0.7213643193244934,0.33590561151504517,0.0,0.06344111263751984,1.4748786687850952,1.480119228363037,0.09437248855829239,0.3048611283302307,0,True
34,0.7411582469940186,0.30096927285194397,0.0,0.06123429536819458,1.4767597913742065,1.4812898635864258,0.09127752482891083,0.3562970459461212,0,True
35,0.7151703834533691,0.31776976585388184,0.0,0.06155801936984062,1.43337881565094,1.4372117519378662,0.08494365215301514,0.29965683817863464,0,True
36,0.6896488666534424,0.3225366473197937,0.0,0.058623578399419785,1.460279941558838,1.4635807275772095,0.07909908890724182,0.3321133255958557,0,True
37,0.6772505044937134,0.3525407016277313,0.0,0.05921958014369011,1.4572738409042358,1.4611778259277344,0.09336306154727936,0.3845577538013458,0,True
38,0.6898772716522217,0.3329034745693207,0.0,0.06397843360900879,1.5044937133789062,1.5095676183700562,0.09119319915771484,0.41816726326942444,0,True
39,0.6430380940437317,0.3816341161727905,0.0,0.06620772182941437,1.5084998607635498,1.5131425857543945,0.08529385924339294,0.40588468313217163,0,True
40,0.6496106386184692,0.3629535436630249,0.0,0.06805871427059174,1.560715913772583,1.5648539066314697,0.09158746898174286,0.4045256972312927,0,True
