step,mean_vel_x,mean_abs_vx_error,p2_fault_active_mean,residual_action_mean_norm,final_action_mean_norm,base_action_mean_norm,residual_action_max_norm,mean_abs_yaw_error,done_count,no_nan_inf
1,0.02119407244026661,0.9788058996200562,0.0,1.0498050451278687,0.9052715301513672,0.9142557978630066,1.3388910293579102,2.036463737487793,0,True
2,0.034367404878139496,0.9697663187980652,0.0,1.813773512840271,1.576385259628296,1.5862035751342773,3.343701124191284,3.040754556655884,0,True
3,0.014611903578042984,0.989534854888916,0.0,2.232884407043457,1.0019793510437012,1.0161441564559937,3.4086077213287354,4.332482814788818,0,True
4,-0.07185954600572586,1.0733096599578857,0.0,2.568704128265381,0.8488268852233887,0.8621101975440979,3.6544315814971924,4.696188926696777,0,True
5,-0.040589820593595505,1.0405898094177246,0.0,2.583747386932373,1.0089126825332642,1.0217747688293457,3.4920871257781982,3.4806432723999023,0,True
6,-0.029988180845975876,1.029988169670105,0.0,2.2090601921081543,1.2051008939743042,1.2164270877838135,3.5292751789093018,2.378314733505249,0,True
7,0.010738212615251541,0.9892618060112,0.0,1.8605486154556274,1.4137600660324097,1.4219348430633545,3.5261754989624023,1.3884433507919312,0,True
8,0.0773845985531807,0.9230764508247375,0.0,1.597654104232788,1.6536247730255127,1.6589332818984985,3.6431849002838135,0.8103412389755249,0,True
9,0.11232833564281464,0.887946605682373,0.0,1.4841526746749878,1.7613251209259033,1.7650295495986938,3.7747914791107178,0.5075621008872986,0,True
10,0.12254491448402405,0.8774550557136536,0.0,1.3565397262573242,1.7361221313476562,1.7377221584320068,3.6033668518066406,0.40894144773483276,0,True
11,0.1289139837026596,0.8710860013961792,0.0,1.2204349040985107,1.664538860321045,1.665281891822815,3.671870470046997,0.3288899064064026,0,True
12,0.14312335848808289,0.8568766117095947,0.0,1.2249629497528076,1.6296052932739258,1.6310014724731445,3.592270851135254,0.3113357424736023,0,True
13,0.1639510840177536,0.8360489010810852,0.0,1.24482262134552,1.636427402496338,1.639606237411499,3.3988850116729736,0.2568381726741791,0,True
14,0.18330925703048706,0.8166908025741577,0.0,1.2296849489212036,1.5972962379455566,1.6010594367980957,3.3494820594787598,0.2715916037559509,0,True
15,0.1929747611284256,0.8070252537727356,0.0,1.1855498552322388,1.5588552951812744,1.5627391338348389,3.2459828853607178,0.2493659108877182,0,True
16,0.20069491863250732,0.7993050813674927,0.0,1.1678357124328613,1.5403907299041748,1.545041561126709,3.0376553535461426,0.2235618233680725,0,True
17,0.22246083617210388,0.7783879041671753,0.0,1.2209608554840088,1.5704323053359985,1.5762488842010498,2.984992027282715,0.2245543897151947,0,True
18,0.25949788093566895,0.743444561958313,0.0,1.3009949922561646,1.6128302812576294,1.619491457939148,2.9459385871887207,0.2304883450269699,0,True
19,0.2774945795536041,0.7245535850524902,0.0,1.2968921661376953,1.6217498779296875,1.6288719177246094,2.8114137649536133,0.2315315306186676,0,True
20,0.30737167596817017,0.6957793235778809,0.0,1.277521014213562,1.5897271633148193,1.5968999862670898,2.614563465118408,0.2636691927909851,0,True
