step,mean_vel_x,mean_abs_vx_error,p2_fault_active_mean,residual_action_mean_norm,final_action_mean_norm,base_action_mean_norm,residual_action_max_norm,mean_abs_yaw_error,done_count,no_nan_inf
1,-0.09023740887641907,1.0902373790740967,0.0,0.06373614817857742,0.6686244606971741,0.6682944297790527,0.06373614817857742,0.954980731010437,0,True
2,-0.4936954081058502,1.4936953783035278,0.0,0.0787748396396637,1.6086446046829224,1.598183035850525,0.0787748396396637,1.2047374248504639,0,True
3,-0.28086015582084656,1.280860185623169,0.0,0.06951028108596802,1.1428685188293457,1.1399736404418945,0.06951028108596802,1.3029885292053223,0,True
4,-0.41247040033340454,1.4124703407287598,0.0,0.07291539758443832,0.7939875721931458,0.7983632683753967,0.07291539758443832,0.2562546730041504,0,True
5,-0.24608755111694336,1.2460875511169434,0.0,0.07349593192338943,0.7518854141235352,0.7408763766288757,0.07349593192338943,0.800670862197876,0,True
6,-0.3677118420600891,1.3677117824554443,0.0,0.071801096200943,0.5670412182807922,0.5684973001480103,0.071801096200943,0.054497066885232925,0,True
7,-0.4527260363101959,1.4527260065078735,0.0,0.0627371072769165,0.5955204367637634,0.5898375511169434,0.0627371072769165,0.02796858176589012,0,True
8,-0.5001026391983032,1.5001026391983032,0.0,0.07454661279916763,0.7372917532920837,0.7306278347969055,0.07454661279916763,0.5936160683631897,0,True
9,-0.6702283620834351,1.670228362083435,0.0,0.0721968337893486,0.8266381621360779,0.8252263069152832,0.0721968337893486,0.7519266605377197,0,True
10,-0.7248519062995911,1.7248518466949463,0.0,0.07101377844810486,0.8535668253898621,0.8535152673721313,0.07101377844810486,0.10810505598783493,0,True
11,-0.759490966796875,1.759490966796875,0.0,0.08084125816822052,1.0276461839675903,1.0263780355453491,0.08084125816822052,0.5896592140197754,0,True
12,-0.7728273272514343,1.772827386856079,0.0,0.06956135481595993,0.9844626784324646,0.9858372807502747,0.06956135481595993,0.9224624633789062,0,True
13,-0.04646468162536621,1.0464646816253662,0.0,0.06425366550683975,0.9743579030036926,0.9769958853721619,0.06425366550683975,0.5605039596557617,0,True
14,-0.03269871696829796,1.0326987504959106,0.0,0.07661686837673187,1.1217896938323975,1.1330069303512573,0.07661686837673187,1.450943112373352,0,True
15,0.25620800256729126,0.7437919974327087,0.0,0.09320048242807388,2.146601438522339,2.1462674140930176,0.09320048242807388,0.6776486039161682,0,True
16,0.5513525605201721,0.4486474394798279,0.0,0.061513978987932205,1.4945827722549438,1.4964935779571533,0.061513978987932205,0.6746731400489807,0,True
17,0.5302108526229858,0.46978914737701416,0.0,0.0503748320043087,0.7803813219070435,0.7795829772949219,0.0503748320043087,0.5650522708892822,0,True
18,0.30911770462989807,0.6908823251724243,0.0,0.04809084162116051,1.1508288383483887,1.1451425552368164,0.04809084162116051,0.23360292613506317,0,True
19,0.011583964340388775,0.9884160161018372,0.0,0.04193486273288727,1.4983731508255005,1.495775818824768,0.04193486273288727,0.12784317135810852,0,True
20,-0.17157316207885742,1.1715731620788574,0.0,0.06305354088544846,1.5713200569152832,1.579403042793274,0.06305354088544846,0.1918768584728241,0,True
21,-0.31754857301712036,1.3175485134124756,0.0,0.04810859262943268,1.7367260456085205,1.7418298721313477,0.04810859262943268,0.15433821082115173,0,True
22,-0.24878337979316711,1.2487833499908447,0.0,0.05713164061307907,1.906941533088684,1.9068024158477783,0.05713164061307907,1.363591194152832,0,True
