source_root,velocity_mode,protocol,policy,alpha,selected_fault_joint_index,joint_name,mean_abs_vx_error_post_fault,p90_abs_vx_error_post_fault,torso_height_failure_rate,timeout_rate,post_fault_sample_count,post_fault_alive_sample_fraction,post_fault_done_sample_rate
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a2_history,,6,left_back_foot,0.3269228943038665,0.7291000604629518,,,11314,0.998939367,0.00106063284
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a2_history,,7,right_back_foot,1.6408209899193014,4.208910751342773,,,5835,0.997257926,0.00274207369
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.25,0,front_left_leg,0.2415495306676161,0.5074472725391388,,,9024,0.998559397,0.00144060284
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.25,1,front_right_leg,0.2643088747978666,0.5756568908691406,,,6286,0.997613745,0.00238625517
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.25,2,left_back_leg,0.4771588668406584,1.1972613930702212,,,9968,0.998896469,0.0011035313
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.25,3,right_back_leg,0.5243889656147634,1.1649318933486938,,,8091,0.998640465,0.00135953529
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.25,4,front_left_foot,0.6634808092387176,1.0161392211914062,,,8499,0.998823391,0.00117660901
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.25,5,front_right_foot,0.21440073655895137,0.5136245489120483,,,11851,0.998312379,0.0016876213
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.25,6,left_back_foot,0.2656332267414248,0.5253307819366455,,,11321,0.998233372,0.00176662839
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.25,7,right_back_foot,0.628233839495846,1.5128519535064708,,,5832,0.997770919,0.00222908093
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.5,0,front_left_leg,0.165121028374506,0.3658614873886109,,,8305,0.997350993,0.00264900662
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.5,1,front_right_leg,0.16610474944362963,0.329939591884613,,,6722,0.997470991,0.00252900922
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.5,2,left_back_leg,0.33147574934205204,0.7881647944450378,,,9610,0.999063476,0.000936524454
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.5,3,right_back_leg,0.41504113436157625,0.9111683368682861,,,8094,0.998270324,0.0017296763
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.5,4,front_left_foot,0.6790262919238235,1.0592133283615113,,,8504,0.998236124,0.00176387582
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.5,5,front_right_foot,0.160545166285341,0.35093661546707156,,,11960,0.998829431,0.00117056856
papers/conference/results/t17_multijoint_closed_loop_eval_a2h_a5_alpha_sweep_fixed_vx1_seed0,fixed_vx_1p0,realistic_random,a5,0.5,6,left_back_foot,0.3076425067846562,0.9979409039020538,,,11278,0.999113318,0.000886682036
